no,code,name,description,school_name,places_for_work
20,car_sci_0020,អ្នកឯកទេសសាស្រ្តចារ្យពេទ្យ,"សាស្រ្តាចារ្យឧត្តមសិក្សាបង្រៀននិស្សិតឯកទេសពេទ្យជាអ្នកបង្រៀនតាមបណ្តាសាកលវិទ្យាល័យនានា។ គាត់តម្រូវឲ្យមានសញ្ញាប័ត្រសមមូល ដូចជា​៖ អនុបណ្ឌិត  ឬវេជ្ជបណ្ឌិត ក្នុងប្រទេស ឬក្រៅប្រទេស។ គាត់ត្រូវបង្រៀនមុខវិជ្ជាឯកទេសរបស់ខ្លួន តាមម៉ោងកំណត់របស់សាកលវិទ្យាល័យនានា ។ គាត់ត្រូវមានភារកិច្ចរៀបចំកម្មវិធីបង្រៀនដូចជា៖ការបង្រៀន ឬពិគ្រោះយោបល់ បន្ទប់វះកាត់ ប្រតិកម្មឧសថ ការអនុវត្តន៍សកម្មភាពឲ្យសិស្សចុះអនុវត្តន៍ផ្ទាល់ជាមួយនឹងមន្ទីរពេទ្យ និងរៀបចំកម្មវិធីអប់រំវេជ្ជសាស្រ្ត ផលិតសម្ភារឧបទ្ទេស ស្រាវជ្រាវ និងបង្រៀនសិស្សប្រកបដោយក្រមសីលធម៌ និងវិជ្ជាជីវៈខ្ពស់ និងមានចំណេះដឹងផ្នែក ភាសាអង់គ្លេស និងកុំព្យូទ័រ ។ 
",5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,សាលាសុខាភិបាល ភាគភូមិ និង សាកលវិទ្យាល័យរដ្ឋ និង ឯកជន 
,,,,សាកលវិទ្យាល័យក្រៅប្រទេស,
21,car_sci_0021,អ្នកបច្ចេកទេសផ្នែកមន្ទីរពិសោធវេជ្ជសាស្ត្រ,តើអ្នកមានឆ្ងល់ទេថាយើងនឹងអាចទទួលបានព័ត៌មានអ្វីខ្លះពីសំណាកឈាម?អ្នកបច្ចេកទេសនៅមន្ទីរពិសោធន៍វេជ្ជសាស្ត្រធ្វើតេស្ដនៅមន្ទីរពិសោធន៍ដូចជាការសិក្សាពីជាតិពុល សារធាតុញៀន នៅក្នុងឈាម គីមីសាស្ត្រ ការសិក្សាអំពីប្រព័ន្ឋភាពស៊ាំ អតិសុខុមសាស្ត្រ ការសិក្សាមើលជំងឺមហារីក ជំងឺអេដស៍ និងជំងឺទឹកនោមផ្អែម។ល។ ការធ្វើតេស្ដទាំងនេះផ្ដល់ទិន្នន័យសម្រាប់គ្រូពេទ្យដើម្បីធ្វើរោគវិនិច្ឆ័យត្រឹមត្រូវ និងព្យាបាលអ្នកជំងឺឱ្យមានប្រសិទ្ឋិភាព។ អ្នកបច្ចេកទេសខាងមន្ទីរពិសោធន៍មានតួនាទីសំខាន់ក្នុងការជួយទប់ស្កាត់ជំងឺផងដែរ។ ពួកគេអាចធ្វើការតាមគ្រឹះស្ថានរដ្ឋ ឬឯកជនទាំងនៅមន្ទីរព្យាបាល ឬក្នុងការសា្រវជ្រាវ។ ,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,74. សាកលវិទ្យាល័យពុទ្ធិសាស្ត្រ (UP),
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
22,car_sci_0022,ឯកទេសជំងឺត្រចៀក និងសំលេង,អ្នកជំនាញត្រចៀក និងសំលេង ឬបំពង ក ជាអ្នកបំរើសេវាសព្យាបាល និងការពារជំងឺ។  គាត់ជាបុគ្គលម្នាក់ដែលមានជំនាញវិជ្ជាជីវៈ សិក្សាស្វែងរកដំណេះស្រាយ​និងមូលហេតុដែលបង្កឲ្យមានជំងឺត្រចៀក ឬបំពងក។ ជាពិសេសជាអ្នកផ្កល់ការព្យាបាល​ ថែទាំ វះកាត់សាច់ដុះក្នុងបំពង់ក ឲ្យអ្នកជំងឺមានប្រសិទ្ធិភាព។ គាត់ជាមនុស្សដែលធ្វើការបត់បែនតាមកាលៈទេសៈដើម្បីឲ្យសម្រេចបានទៅតម្រូវការសេវាកម្មព្យាបាល និងជាអ្នកពិគ្រោះយោបល់ជាមួយនឹងបុគ្គលិកផ្សេងៗត្រូវការគំនិតយោបល់ពីវិធីសាស្រ្ត​ព្យាបាល ជាអ្នកចូលរួមអភិវឌ្ឍន៍សេវាកម្មព្យាបាលឲ្យអតិថិជនមានទំនុកចិត្ត។ ជំនាញនេះត្រូវសិក្សាវេជ្ជបណ្ឌិតទូទៅរយៈពេល ៦ឆ្នាំ ហើយចាប់យកជំនាញនេះ៣ឆ្នាំទៀត។​ ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស បារាំង និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,
,,,,74. សាកលវិទ្យាល័យពុទ្ធិសាស្ត្រ,
23,car_sci_0023,អ្នកឯកទេសជំងឺកុមារ,អ្នកឯកទេសជំងឺកុមារជាអ្នកបំរើសេវាព្យាបាលកុមារ និងការប្រឹក្សាដល់ឪពុកម្ដាយពីវិធីថែរក្សាកុមារ និងការពារជំងឺរបស់កុមារអោយបានល្អប្រសើរ។ អ្នកដែលមានជំនាញនេះមានកម្រិតនៃការបណ្ដុះបណ្ដាល បរិញ្ញាបត្រទូទៅ និង វេជ្ជបណ្ឌិតឯកទេសកុមារ​សិក្សារយៈពេល ៤-៦ ឆ្នាំ។ គាត់ជាអ្នកវិនិច្ឆ័យជំងឺ និងចេញវេជ្ជបញ្ជាឲ្យប្រើឱសថ ជាអ្នកដែលផ្តល់សេវាឲ្យអតិថិជនមានទំនុកចិត្ត និងប្រកបដោយប្រសិទ្ធភាព។ គាត់ជាមនុស្សដែលប្រកបដោយក្រមសីលធម៌វិជ្ជាជីវៈជាគ្រូពេទ្យ និងម៉្យាងទៀតរៀនចំណេះដឹងថ្មីៗ ដើម្បីផ្សព្វផ្សាយ ដល់សុខភាពរបស់កុមារ។​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
,,,,74. សាកលវិទ្យាល័យពុទ្ធិសាស្ត្រ,
24,car_sci_0024,អ្នកឯកទេសវៈកាត់,អ្នកឯកទេសវៈកាត់ជំងឺជាអ្នកជំនាញវិភាគទៅលើការប្រើថ្នាំរបស់អ្នកជំងឺ និងប្រតិកម្មថ្នាំរបស់ជំងឺ លក្ខខ័ណ្ឌរាងកាយ និងលទ្ធផលនៃធ្វើពិសោធន៍ទៅតម្រូវការវះកាត់ និងភាពចាំបាច់។ ជាអ្នកប្រឹក្សាពីផលប៉ះពាល់ជំងឺមុនពេលវះកាត់ និងក្រោយពេលវះកាត់​និងវិធីសាស្រ្តថែរក្សាជំងឺ។ ជំនាញនេះត្រូវសិក្សាវេជ្ជបណ្ឌិតទូទៅរយៈពេល ៦ឆ្នាំ ហើយនិងរៀនវះកាត់រយៈពេលបីឆ្នាំទៀត។​ ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស បារាំង និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​,57. សាកលវិទ្យាល័យន័រតុន NU,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន
,,,,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,
,,,,74. សាកលវិទ្យាល័យពុទ្ធិសាស្ត្រ,
25,car_sci_0025,អ្នកឯកទេសសុខភាពសាធារណៈ,បទដ្ឋានសុវត្ថិភាពសុខភាព​និងគំនិតផ្ដួចផ្ដើមស្ដីការថែទាំសុខភាពអាចធ្វើឱ្យសុខភាពប្រចាំថ្ងៃរបស់បុគ្គលិកនិងគ្រួសារនីមួយៗនៅតាមសហគមន៍ប្រសើរឡើង។អ្នកឯកទេសសុខភាពសាធារណៈជួយបុគ្គលម្នាក់ៗគ្រួសារនិងសហគមន៍ឱ្យយល់ដឹងពីកត្តាចាំបាច់ដើម្បីបញ្ចៀស និងកាត់បន្ថយហានិភ័យពាក់ព័ន្ឋនឹងសុខភាព (បញ្ហាជំងឺឆ្លង គ្រោះថ្នាក់ចរាចរណ៍។ល។) បន្ថែមលើនេះទៀតអ្នកឯកទេសសុខភាពសាធារណៈក៏ធ្វើការសិក្សាស្រាវជ្រាវជុំវិញកត្តាដែលជះឥទ្ឋិពលអវិជ្ជមានដល់សុខភាព គ្រប់គ្រងបញ្ហាពាក់ពន្ឋ័នឹងសុខភាព ហើយក៏ជាអ្នកអប់រំផ្សព្វផ្សាយបទដ្ឋានសុវត្ថិភាពជុំវិញបញ្ហាសុខភាពសាធារណៈផងដែរ។,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,រដ្ឋាភិបាល  អង្គការក្រៅរដ្ឋាភិបាល ឬគ្លីនិកឯកជន
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
,,,,57. សាកលវិទ្យាល័យន័រតុន NU,
26,car_sci_0026,អ្នកឯកទេសផ្នែកសម្ភពស្រ្តី និងកុមារ,អាជីពអ្នកឯកទេសផ្នែកសម្ភពស្រ្តី និងកុមារ ជំនាញនេះសិក្សារយៈពេល ៣ឆ្នាំបន្ទាប់ពីបញ្ចប់ការសិក្សាថ្នាក់វេជ្ជសាស្រ្តទូទៅដែលមានរយៈពេល ៦ឆ្នាំ។ អាជីពនេះត្រូវមានការអត់ធ្មត់ខ្ពស់ មានកាយសម្បទាគ្រប់គ្រាន់ សុខភាពមាំមួន និងមានចរិតឧស្សាហ៍ព្យាយាម។ ភាគច្រើនការសម្រាល ឬវះ-កាត់ជាដើមច្រើនធ្វើនៅពេលយប់ និងពេលខ្លះគេងមិនបានគ្រប់គ្រាន់។ មួយវិញទៀត យើងត្រូវមានចំណេះដឹង និងចំណេះធ្វើព្រោះជំនាញនេះបូកបញ្ចូលរួមគ្នាទាំងការព្យាបាលដោយប្រើឱសថ និងការព្យាបាលដោយវះកាត់។,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
27,car_sci_0027,ឯកទេសភ្នែក,អ្នកជំនាញភ្នែកជាអ្នកដែលមានបច្ចេកទេសព្យាបាល និងប្រឹក្សាយោបល់វិធីសាស្រ្តការពារភ្នែកឲ្យមានប្រសិទ្ធិភាព។ អ្នកជំនាញនេះមានតួនាទីពិនិត្យមើលភ្នែកដោយប្រើឧបករណ៍បច្ចេកទេសនិងផ្ដល់ឱសថដើម្បីកំណត់ភាពច្បាស់លាស់ និងធ្វើរោគវិនិច្ឆ័យជំងឺនិងភាពមិនប្រក្រតីផ្សេងៗទៀតដែលកើតមានឡើងនៅក្នុងភ្នែក និងវិភាគទៅលើលទ្ធផលដែលបានពិសោធន៍ និងរៀបចំផែនការព្យាបាល ។ គាត់ជាអ្នកចេញវេជ្ជបញ្ជាឲ្យអ្នកជំងឺតម្រូវប្រើវ៉ែនតាការពារភ្នែក និងចេញវេជ្ជបញ្ជាឧសថព្យាបាលជំងឺភ្នែក ។​ គាត់ផ្ដល់ប្រឹក្សាយោបល់ឲ្យអ្នកជំងឺធ្វើអនាម័យភ្នែក ថែទាំភ្នែក និងការពារសុវត្ថិភាព ពិគ្រោះ និងបញ្ជូនអ្នកជំងឺទៅរកសេវាកម្ម និងមានតម្រូវការចាំបាច់ និងរៀបចំវះកាត់ភ្នែក និងថែទាំក្រោយពេលវះកាត់ភ្នែក។ ជំនាញនេះត្រូវសិក្សាវេជ្ជបណ្ឌិតទូទៅរយៈពេល ៦ឆ្នាំ ហើយចាប់យកជំនាញនេះ៣ឆ្នាំទៀត។​ ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស បារាំង និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
,,,,57. សាកលវិទ្យាល័យន័រតុន NU,
28,car_sci_0028,គិលានុបដ្ឋាក,គិលានុប្បដ្ឋាកជាជំនួយការដ៏ចាំបាច់ដោយខានមិនបានរបស់វេជ្ជបណ្ឌិត។ គេទទួលខុសត្រូវមើលថែទាំជំងឺ និងជួយធ្វើឱ្យអ្នកជំងឺអនុវត្តតាមបញ្ជាវេជ្ជបណ្ឌិត។ គេត្រូវស្រលាញ់ចូលចិត្តមនុស្សទូទៅ មានអធ្យាស្រ័យល្អ មានមនុស្សធម៌ ម៉ត់ចត់ក្នុងការងារ មិនធ្វេសប្រហែស រាក់ទាក់ជានិច្ច ចេះជួយលើកទឹកចិត្តអ្នកជំងឺ។ជំនាញនេះត្រូវរៀនរយៈពេល ៣ ឬ ៤ ឆ្នាំ។ ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស បារាំង និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
,,,,16. វិទ្យាស្ថានវិទ្យាសាស្ត្រសុខាភិបាលនៃកងយោធពលខេមរភូមិន្ទ,
,,,,29. សាកលវិទ្យាល័យកំពង់ចាម,
29,car_sci_0029,ឆ្មប,ឆ្មបគឺជាអ្នកបំរើសេវាសម្រាលកូនដើម្បីជួយស្ត្រីឲ្យមានសុវត្តិភាពទាំងម្តាយ និងកូន គាត់ជាអ្នកលើកទឹកស្រី្តឲ្យចេះថែរក្សាគក៌អំឡុងពេលមានផ្ទៃពោះ និងតាមដានការវិវត្តិរបស់ទារក និងមានចំណេះដឹង ការផ្តល់សេវាសុខភាពផ្លូវភេទ សុខភាពបន្តពូជ រួមបញ្ចូលទាំងការផ្តល់សេវាធ្វើផែនការគ្រួសារ និងការព្យាបាលជំងឺកាមរោគ។ គាត់តម្រូវឲ្យមានសញ្ញាប័ត្រសមមូល ដូចជា​៖ កម្រិតបរិញ្ញាបត្ររង និង បរិញ្ញាបត្រឯកទេសគិលានុបដ្ឋាន ធ្មប។ គាត់ត្រូវមានភារកិច្ចតាមដានសកម្មភាពការវិវត្តន៍របស់ទារក ផ្ដល់ថ្នាំឲ្យស្រី្ត​មានផ្ទៃពោះ  សម្ភារឧបទ្ទេស សម្រាលកូន និងបំពេញការងារប្រកបដោយក្រមសីលធម៌ និងវិជ្ជាជីវៈខ្ពស់។​ជំនាញនេះត្រូវរៀនពេទ្យទូទៅ ៤ ឆ្នាំ និង បន្តជំនាញឆ្មប ២ឆ្នាំ។​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,សាលាមធ្យមសិក្សាសុខាភិបាល ភូមិភាគ ខេត្ត រាជធានី,
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
,,,,16. វិទ្យាស្ថានវិទ្យាសាស្ត្រសុខាភិបាលនៃកងយោធពលខេមរភូមិន្ទ,
,,,,29. សាកលវិទ្យាល័យកំពង់ចាម,
